product_name,gender,category,color,age_group,season,price,material,sales_count,average_rating,brand,discount
Biker Jacket,Male,Skirt,Brown,35-45,All,82.01,Denim,494,3.2,ZARA,0
Biker Jacket,Male,Dress,White,18-24,Winter,73.43,Leather,178,4.5,ZARA,20
Wool Jacket,Female,Blouse,Brown,35-45,All,21.63,Denim,64,4.0,ZARA,0
Chino Shorts,Male,Shirt,Brown,25-35,Autumn,135.74,Synthetic,249,4.9,ZARA,15
Blouse,Male,Skirt,Beige,35-45,Autumn,71.68,Viscose,79,4.0,ZARA,5
Biker Jacket,Female,Dress,Brown,18-24,Autumn,60.51,Synthetic,349,4.9,ZARA,5
Casual Jeans,Female,Jacket,Beige,18-24,Spring,126.77,Wool,69,3.6,ZARA,15
Wool Jacket,Female,Shoes,Beige,18-24,Spring,64.52,Wool,245,3.9,ZARA,0
Beach Shirt,Female,Blouse,Sky Blue,35-45,Spring,77.25,Leather,161,3.6,ZARA,0
Summer Dress,Female,Skirt,White,18-24,All,41.37,Synthetic,279,3.0,ZARA,10
Blouse,Male,Shorts,Sky Blue,35-45,All,31.55,Cotton Blend,452,3.8,ZARA,10
Summer Dress,Male,Dress,Sky Blue,35-45,All,61.67,Denim,98,3.7,ZARA,20
Heels,Female,Shoes,Sky Blue,25-35,Autumn,93.4,Wool,486,3.6,ZARA,5
Biker Jacket,Male,Blouse,Yellow,18-24,Spring,111.15,Cotton,214,3.4,ZARA,20
Summer Dress,Female,Shorts,White,25-35,Autumn,111.01,Leather,255,4.6,ZARA,10
Casual Jeans,Male,Jeans,Sky Blue,35-45,All,53.38,Wool,181,4.6,ZARA,5
Casual Jeans,Female,Skirt,Yellow,18-24,Summer,65.04,Cotton Blend,402,3.8,ZARA,10
Wool Jacket,Male,Shoes,Yellow,25-35,Autumn,70.21,Leather,266,3.2,ZARA,0
Wool Jacket,Male,Dress,Sky Blue,25-35,Autumn,52.81,Cotton Blend,375,4.3,ZARA,15
Casual Jeans,Male,Jeans,Brown,35-45,Spring,113.64,Wool,381,3.6,ZARA,5
Beach Shirt,Male,Shorts,Beige,35-45,Winter,37.05,Cotton Blend,245,3.9,ZARA,20
Chino Shorts,Female,Blouse,Brown,25-35,Autumn,43.55,Wool,370,3.5,ZARA,15
Casual Jeans,Male,Jeans,Brown,25-35,Autumn,78.6,Cotton Blend,81,4.4,ZARA,0
Heels,Male,Jacket,White,25-35,Autumn,149.93,Synthetic,361,4.1,ZARA,15
Heels,Male,Shorts,White,25-35,Summer,32.43,Synthetic,200,3.7,ZARA,5
Blouse,Female,Skirt,White,25-35,Autumn,120.7,Wool,77,3.3,ZARA,20
Business Shirt,Male,Jeans,Beige,35-45,All,72.77,Synthetic,428,4.6,ZARA,20
Blouse,Male,Shirt,Brown,35-45,Winter,107.91,Wool,344,4.8,ZARA,15
Blouse,Female,Shorts,Beige,25-35,Spring,141.74,Viscose,221,4.9,ZARA,20
Wool Jacket,Female,Jacket,Brown,35-45,Winter,116.08,Viscose,303,4.1,ZARA,0
Pattern Skirt,Male,Blouse,White,35-45,All,64.75,Synthetic,159,4.4,ZARA,10
Wool Jacket,Female,Blouse,Brown,35-45,Autumn,96.88,Synthetic,394,3.1,ZARA,20
Blouse,Female,Dress,Beige,18-24,Spring,134.53,Denim,427,4.5,ZARA,0
Pattern Skirt,Male,Shorts,Beige,25-35,Winter,80.07,Leather,239,4.1,ZARA,5
Chino Shorts,Male,Jacket,White,25-35,Winter,76.6,Wool,59,4.3,ZARA,20
Beach Shirt,Female,Shoes,White,35-45,Spring,65.65,Leather,59,4.5,ZARA,0
Biker Jacket,Female,Shirt,Brown,18-24,Spring,101.68,Leather,193,3.7,ZARA,5
Beach Shirt,Male,Skirt,Beige,35-45,All,20.25,Leather,112,3.1,ZARA,20
Pattern Skirt,Male,Jeans,Beige,35-45,Summer,111.8,Wool,371,4.6,ZARA,20
Wool Jacket,Male,Shirt,Brown,35-45,All,146.82,Viscose,53,3.9,ZARA,0
Biker Jacket,Female,Skirt,Brown,18-24,Summer,34.99,Viscose,286,3.0,ZARA,5
Blouse,Male,Shoes,Brown,35-45,All,69.19,Leather,331,4.5,ZARA,15
Blouse,Male,Jeans,Beige,18-24,Autumn,144.28,Cotton Blend,353,3.5,ZARA,10
Business Shirt,Male,Shorts,Beige,25-35,Winter,144.79,Cotton,333,3.4,ZARA,0
Beach Shirt,Male,Jeans,White,35-45,Winter,62.68,Viscose,86,3.8,ZARA,0
Chino Shorts,Female,Dress,Brown,25-35,Winter,98.01,Leather,347,3.2,ZARA,15
Business Shirt,Female,Dress,Beige,25-35,Summer,85.96,Cotton Blend,146,3.2,ZARA,0
Summer Dress,Male,Skirt,Beige,18-24,Winter,34.87,Viscose,172,4.6,ZARA,5
Wool Jacket,Female,Jeans,Beige,35-45,Spring,60.02,Denim,259,4.3,ZARA,5
Summer Dress,Male,Shoes,Brown,18-24,Spring,148.92,Wool,155,3.8,ZARA,10
Casual Jeans,Male,Jeans,Beige,25-35,Spring,139.28,Cotton,303,4.0,ZARA,15
Chino Shorts,Female,Skirt,Brown,18-24,Autumn,127.56,Synthetic,70,4.3,ZARA,20
Wool Jacket,Female,Jacket,Orange,25-35,Spring,149.41,Cotton Blend,491,4.3,ZARA,10
Business Shirt,Male,Blouse,Orange,35-45,Autumn,53.01,Cotton Blend,308,3.0,ZARA,10
Chino Shorts,Female,Skirt,Black,25-35,Summer,79.18,Leather,435,4.0,ZARA,10
Heels,Female,Blouse,Black,18-24,Spring,44.92,Wool,340,4.5,ZARA,5
Summer Dress,Male,Jacket,Orange,25-35,Summer,46.09,Cotton,122,4.7,ZARA,10
Beach Shirt,Male,Jeans,Black,25-35,Winter,38.13,Leather,313,3.7,ZARA,10
Wool Jacket,Male,Shorts,Black,25-35,Spring,48.24,Synthetic,105,4.2,ZARA,0
Pattern Skirt,Female,Skirt,Black,35-45,Summer,56.2,Leather,65,4.9,ZARA,20
Blouse,Male,Shirt,Orange,25-35,All,52.81,Viscose,218,3.7,ZARA,20
Casual Jeans,Male,Jacket,Black,35-45,Spring,141.19,Synthetic,472,4.1,ZARA,5
Wool Jacket,Female,Shirt,Black,25-35,Winter,143.39,Cotton Blend,145,3.5,ZARA,20
Beach Shirt,Female,Skirt,White,25-35,Autumn,20.64,Cotton,190,3.3,ZARA,0
Casual Jeans,Male,Jeans,White,35-45,All,101.47,Wool,471,3.7,ZARA,0
Business Shirt,Male,Shoes,White,25-35,Autumn,148.75,Synthetic,412,3.6,ZARA,10
Biker Jacket,Male,Jacket,Navy Blue,25-35,Winter,149.19,Cotton,256,3.3,ZARA,5
Biker Jacket,Female,Shorts,Grey,25-35,Winter,49.02,Cotton Blend,233,4.4,ZARA,10
Pattern Skirt,Female,Jeans,Navy Blue,18-24,Spring,93.6,Cotton Blend,418,3.7,ZARA,0
Beach Shirt,Male,Skirt,Grey,25-35,All,55.88,Wool,203,4.8,ZARA,10
Wool Jacket,Female,Jacket,Grey,35-45,Spring,124.35,Cotton,434,3.2,ZARA,10
Chino Shorts,Male,Shirt,Grey,35-45,Summer,137.08,Denim,88,4.5,ZARA,5
Blouse,Female,Skirt,White,25-35,Summer,77.7,Denim,144,3.2,ZARA,10
Blouse,Female,Jeans,Grey,18-24,All,127.82,Viscose,321,3.1,ZARA,10
Blouse,Male,Jeans,Red,35-45,Spring,82.19,Cotton Blend,482,5.0,ZARA,15
Business Shirt,Male,Shirt,White,25-35,All,78.87,Leather,338,3.5,ZARA,0
Heels,Male,Shoes,White,18-24,All,32.14,Wool,431,3.6,ZARA,0
Beach Shirt,Male,Shirt,Green,35-45,Summer,84.67,Viscose,252,4.4,ZARA,10
Heels,Female,Jeans,Red,18-24,Summer,37.71,Cotton Blend,467,4.2,ZARA,10
Biker Jacket,Female,Blouse,Green,25-35,Spring,76.82,Cotton,176,3.8,ZARA,15
Wool Jacket,Female,Jacket,Green,25-35,Summer,48.45,Wool,328,5.0,ZARA,20
Summer Dress,Female,Dress,White,18-24,Winter,61.52,Cotton,200,4.7,ZARA,10
Blouse,Female,Shoes,White,35-45,Autumn,31.07,Synthetic,478,4.0,ZARA,10
Biker Jacket,Male,Shirt,Red,18-24,Winter,139.69,Cotton Blend,125,4.8,ZARA,5
Casual Jeans,Female,Shirt,White,25-35,Spring,119.86,Synthetic,215,3.6,ZARA,0
